1918,1,11193,1
1918,1,11194,2
1918,1,11195,3
1918,1,11196,4
770,2,4218,5
770,2,4219,6
770,2,4220,7
770,2,4221,8
851,3,5053,9
713,4,3791,10
713,4,3792,11
713,4,3793,12
182,5,1185,13
968,6,5688,14
1127,7,6293,15
474,8,2740,16
474,8,2741,17
373,9,2140,18
614,10,3308,19
614,10,3309,20
59,11,218,21
59,11,219,22
59,11,220,23
1329,12,7414,24
1329,12,7415,25
1329,12,7416,26
1329,12,7417,27
1329,12,7418,28
1329,12,7419,29
1329,12,7420,30
1329,12,7421,31
1329,12,7422,32
1329,12,7423,33
1329,12,7424,34
1329,12,7425,35
1329,12,7426,36
1329,12,7427,37
1329,12,7428,38
1329,12,7429,39
1329,12,7430,40
1329,12,7431,41
1329,12,7432,42
1329,12,7433,43
1329,12,7434,44
1895,13,11119,45
1895,13,11120,46
1895,13,11121,47
1895,13,11122,48
876,14,5201,49
876,14,5202,50
876,14,5203,51
876,14,5204,52
876,14,5205,53
876,14,5206,54
876,14,5207,55
876,14,5208,56
876,14,5209,57
876,14,5210,58
876,14,5211,59
310,15,1861,60
310,15,1862,61
310,15,1863,62
310,15,1864,63
310,15,1865,64
310,15,1866,65
917,16,5510,66
917,16,5511,67
917,16,5512,68
1811,17,10840,69
1811,17,10841,70
1811,17,10842,71
1811,17,10843,72
1811,17,10844,73
1811,17,10845,74
1080,18,6126,75
703,19,3746,76
703,19,3747,77
703,19,3748,78
703,19,3749,79
703,19,3750,80
703,19,3751,81
703,19,3752,82
1752,20,10316,83
1201,21,6679,84
1360,22,7797,85
1912,23,11168,86
1912,23,11169,87
1912,23,11170,88
1912,23,11171,89
1912,23,11172,90
670,24,3533,91
670,24,3534,92
670,24,3535,93
1077,25,6106,94
1077,25,6105,95
1077,25,6107,96
1077,25,6108,97
1077,25,6109,98
1077,25,6110,99
1077,25,6111,100
1077,25,6112,101
1077,25,6113,102
1077,25,6114,103
1077,25,6116,104
1077,25,6115,105
1077,25,6117,106
1077,25,6118,107
1388,26,7899,108
1388,26,7900,109
1660,27,9885,110
1660,27,9886,111
1660,27,9887,112
1660,27,9888,113
1660,27,9889,114
1660,27,9890,115
1660,27,9891,116
1660,27,9892,117
1660,27,9893,118
1660,27,9894,119
1660,27,9895,120
1660,27,9896,121
1660,27,9897,122
1660,27,9899,123
1660,27,9898,124
1660,27,9900,125
1660,27,9901,126
1660,27,9902,127
1660,27,9903,128
1660,27,9904,129
1660,27,9905,130
1660,27,9906,131
1660,27,9907,132
1660,27,9908,133
1660,27,9909,134
1660,27,9910,135
1660,27,9911,136
1660,27,9912,137
1660,27,9913,138
1660,27,9914,139
1660,27,9915,140
1660,27,9916,141
1665,28,9929,142
1665,28,9930,143
1665,28,9931,144
1665,28,9932,145
1665,28,9933,146
1037,29,5953,147
429,30,2553,148
