ano_entre,ano_sortie,entre_id,sortie_id
1792,348,10718,3111
1792,348,10719,3112
1792,348,10720,3113
1792,348,10721,3114
1792,348,10722,3115
1792,348,10723,3116
1792,348,10724,3117
1792,348,10725,3118
1792,348,10726,3119
1792,348,10727,3120
1792,348,10728,3121
1792,348,10729,3122
1792,348,10730,3123
1792,348,10731,3124
1792,348,10732,3125
1792,348,10733,3126
1792,348,10734,3127
1792,348,10735,3128
1792,348,10736,3129
1792,348,10737,3130
1792,348,10738,3131
1792,348,10739,3132
1792,348,10740,3133
1792,348,10741,3134
1792,348,10742,3135
1792,348,10743,3136
1792,348,10744,3137
1792,348,10745,3138
1792,348,10746,3139
1792,348,10747,3140
1792,348,10748,3141
1792,348,10749,3142
1792,348,10750,3143
1792,348,10751,3144
1792,348,10752,3145
1792,348,10753,3146
1792,348,10754,3147
1792,348,10755,3148
1792,348,10756,3149
1792,348,10757,3150
1792,348,10758,3151
1792,348,10759,3152
1792,348,10760,3153
1792,348,10761,3154
1792,348,10762,3155
1792,348,10763,3156
1792,348,10764,3157
1792,348,10765,3158
1792,348,10766,3159
1792,348,10767,3160
1792,348,10768,3161
1020,349,5905,3162
1020,349,5906,3163
537,350,3014,3164
1523,351,9036,3165
1523,351,9037,3166
1523,351,9038,3167
1471,352,8533,3168
1471,352,8534,3169
198,353,1289,3170
198,353,1290,3171
496,354,2835,3172
415,355,2490,3173
415,355,2491,3174
415,355,2492,3175
503,356,2898,3176
503,356,2899,3177
503,356,2900,3178
503,356,2901,3179
27,357,71,3180
390,358,2208,3181
390,358,2209,3182
390,358,2210,3183
390,358,2211,3184
390,358,2212,3185
390,358,2213,3186
1921,359,11201,3187
1660,360,9885,3188
1660,360,9886,3189
1660,360,9887,3190
1660,360,9888,3191
1660,360,9889,3192
1660,360,9890,3193
1660,360,9891,3194
1660,360,9892,3195
1660,360,9893,3196
1660,360,9894,3197
1660,360,9895,3198
1660,360,9896,3199
1660,360,9897,3200
1660,360,9899,3201
1660,360,9898,3202
1660,360,9900,3203
1660,360,9901,3204
1660,360,9902,3205
1660,360,9903,3206
1660,360,9904,3207
1660,360,9905,3208
1660,360,9906,3209
1660,360,9907,3210
1660,360,9908,3211
1660,360,9909,3212
1660,360,9910,3213
1660,360,9911,3214
1660,360,9912,3215
1660,360,9913,3216
1660,360,9914,3217
1660,360,9915,3218
1660,360,9916,3219
1792,361,10532,3220
1792,361,10533,3221
1792,361,10534,3222
1792,361,10535,3223
1792,361,10537,3224
1792,361,10536,3225
1792,361,10538,3226
1792,361,10539,3227
1792,361,10540,3228
1792,361,10541,3229
1792,361,10542,3230
1792,361,10543,3231
1792,361,10544,3232
1792,361,10545,3233
1792,361,10546,3234
1792,361,10547,3235
1792,361,10549,3236
1792,361,10548,3237
1792,361,10550,3238
1792,361,10551,3239
1792,361,10552,3240
1792,361,10554,3241
1792,361,10553,3242
1792,361,10555,3243
1792,361,10556,3244
1792,361,10557,3245
1792,361,10558,3246
1792,361,10559,3247
1792,361,10560,3248
1792,361,10561,3249
1792,361,10562,3250
1792,361,10563,3251
1792,361,10564,3252
1792,361,10565,3253
1792,361,10566,3254
1792,361,10567,3255
1792,361,10568,3256
1792,361,10569,3257
1792,361,10570,3258
1792,361,10571,3259
1792,361,10573,3260
1792,361,10572,3261
1792,361,10574,3262
1792,361,10576,3263
1792,361,10578,3264
1792,361,10575,3265
1792,361,10577,3266
1792,361,10579,3267
1792,361,10580,3268
1792,361,10581,3269
1792,361,10582,3270
1792,361,10583,3271
1792,361,10584,3272
1792,361,10585,3273
1792,361,10586,3274
1792,361,10587,3275
1792,361,10588,3276
1792,361,10589,3277
1792,361,10590,3278
1792,361,10591,3279
1792,361,10592,3280
1792,361,10593,3281
1792,361,10595,3282
1792,361,10594,3283
1792,361,10596,3284
1792,361,10597,3285
1792,361,10598,3286
1792,361,10600,3287
1792,361,10601,3288
1792,361,10599,3289
1792,361,10602,3290
1792,361,10603,3291
1792,361,10604,3292
1792,361,10605,3293
1792,361,10606,3294
1792,361,10607,3295
1792,361,10608,3296
1792,361,10609,3297
1792,361,10610,3298
1792,361,10611,3299
1792,361,10612,3300
1792,361,10613,3301
1792,361,10614,3302
1792,361,10615,3303
1792,361,10616,3304
1792,361,10617,3305
1792,361,10618,3306
1792,361,10619,3307
1792,361,10620,3308
1792,361,10621,3309
1792,361,10622,3310
1792,361,10623,3311
1792,361,10624,3312
1792,361,10625,3313
1792,361,10626,3314
1792,361,10627,3315
1792,361,10628,3316
1792,361,10629,3317
1792,361,10630,3318
1792,361,10631,3319
1792,361,10632,3320
1792,361,10633,3321
1792,361,10634,3322
1792,361,10635,3323
1792,361,10636,3324
1792,361,10637,3325
1792,361,10638,3326
1792,361,10639,3327
1792,361,10640,3328
1792,361,10641,3329
1792,361,10642,3330
1792,361,10643,3331
1792,361,10644,3332
1792,361,10645,3333
1792,361,10646,3334
1792,361,10647,3335
1792,361,10648,3336
1792,361,10649,3337
1792,361,10650,3338
1792,361,10651,3339
1792,361,10652,3340
1792,361,10653,3341
1792,361,10654,3342
1792,361,10655,3343
1792,361,10656,3344
1792,361,10657,3345
1792,361,10658,3346
1792,361,10659,3347
1792,361,10660,3348
1792,361,10661,3349
1792,361,10662,3350
1792,361,10663,3351
1792,361,10664,3352
1792,361,10665,3353
1792,361,10666,3354
1792,361,10667,3355
1792,361,10668,3356
1792,361,10669,3357
1792,361,10670,3358
1792,361,10671,3359
1792,361,10672,3360
1792,361,10673,3361
1792,361,10674,3362
1792,361,10675,3363
1792,361,10676,3364
1792,361,10677,3365
1792,361,10678,3366
1792,361,10679,3367
1792,361,10680,3368
1792,361,10681,3369
1792,361,10682,3370
1792,361,10683,3371
1792,361,10684,3372
1792,361,10685,3373
1792,361,10686,3374
1792,361,10687,3375
1792,361,10688,3376
1792,361,10689,3377
1792,361,10690,3378
1792,361,10691,3379
1792,361,10692,3380
1792,361,10693,3381
1792,361,10694,3382
1792,361,10695,3383
1792,361,10696,3384
1792,361,10697,3385
1792,361,10698,3386
1792,361,10699,3387
1792,361,10700,3388
1792,361,10701,3389
1792,361,10702,3390
1792,361,10703,3391
1792,361,10704,3392
1792,361,10705,3393
1792,361,10706,3394
1792,361,10707,3395
1792,361,10708,3396
1792,361,10709,3397
1792,361,10710,3398
1792,361,10711,3399
1792,361,10712,3400
1792,361,10713,3401
1792,361,10714,3402
1792,361,10715,3403
1792,361,10716,3404
1792,361,10717,3405
1792,361,10718,3406
1792,361,10719,3407
1792,361,10720,3408
1792,361,10721,3409
1792,361,10722,3410
1792,361,10723,3411
1792,361,10724,3412
1792,361,10725,3413
1792,361,10726,3414
1792,361,10727,3415
1792,361,10728,3416
1792,361,10729,3417
1792,361,10730,3418
1792,361,10731,3419
1792,361,10732,3420
1792,361,10733,3421
1792,361,10734,3422
1792,361,10735,3423
1792,361,10736,3424
1792,361,10737,3425
1792,361,10738,3426
1792,361,10739,3427
1792,361,10740,3428
1792,361,10741,3429
1792,361,10742,3430
1792,361,10743,3431
1792,361,10744,3432
1792,361,10745,3433
1792,361,10746,3434
1792,361,10747,3435
1792,361,10748,3436
1792,361,10749,3437
1792,361,10750,3438
1792,361,10751,3439
1792,361,10752,3440
1792,361,10753,3441
1792,361,10754,3442
1792,361,10755,3443
1792,361,10756,3444
1792,361,10757,3445
1792,361,10758,3446
1792,361,10759,3447
1792,361,10760,3448
1792,361,10761,3449
1792,361,10762,3450
1792,361,10763,3451
1792,361,10764,3452
1792,361,10765,3453
1792,361,10766,3454
1792,361,10767,3455
1792,361,10768,3456
514,362,2939,3457
514,362,2940,3458
514,362,2941,3459
208,363,1333,3460
208,363,1334,3461
208,363,1335,3462
208,363,1336,3463
208,363,1337,3464
885,364,5384,3465
1324,365,7350,3466
1324,365,7351,3467
1727,366,10152,3468
1727,366,10153,3469
1727,366,10154,3470
1727,366,10155,3471
1727,366,10156,3472
1727,366,10157,3473
1825,367,10867,3474
1901,368,11143,3475
1793,369,10769,3476
1793,369,10770,3477
1793,369,10771,3478
1793,369,10772,3479
1793,369,10773,3480
842,370,5031,3481
842,370,5032,3482
842,370,5033,3483
842,370,5034,3484
842,370,5035,3485
842,370,5036,3486
842,370,5037,3487
507,371,2924,3488
901,372,5440,3489
901,372,5441,3490
901,372,5442,3491
901,372,5443,3492
717,373,3804,3493
640,374,3451,3494
537,375,3014,3495
345,376,2033,3496
912,377,5485,3497
912,377,5486,3498
987,378,5757,3499
987,378,5756,3500
987,378,5758,3501
1176,379,6522,3502
1176,379,6523,3503
99,380,339,3504
99,380,340,3505
99,380,341,3506
1969,381,11531,3507
1969,381,11532,3508
1969,381,11533,3509
1969,381,11534,3510
1969,381,11535,3511
528,382,2981,3512
528,382,2982,3513
528,382,2983,3514
528,382,2984,3515
528,382,2985,3516
524,383,2973,3517
757,384,4165,3518
757,384,4166,3519
690,385,3641,3520
690,385,3642,3521
690,385,3643,3522
690,385,3644,3523
690,385,3645,3524
690,385,3646,3525
690,385,3647,3526
690,385,3648,3527
690,385,3649,3528
167,386,1135,3529
167,386,1136,3530
167,386,1137,3531
167,386,1138,3532
1144,387,6362,3533
1144,387,6363,3534
77,388,284,3535
442,389,2594,3536
442,389,2595,3537
442,389,2596,3538
442,389,2597,3539
442,389,2598,3540
442,389,2599,3541
442,389,2600,3542
943,390,5595,3543
943,390,5596,3544
943,390,5597,3545
943,390,5598,3546
943,390,5599,3547
943,390,5600,3548
943,390,5601,3549
943,390,5602,3550
1400,391,7962,3551
1400,391,7963,3552
1400,391,7964,3553
1400,391,7965,3554
871,392,5154,3555
871,392,5155,3556
871,392,5156,3557
871,392,5157,3558
1606,393,9399,3559
1606,393,9400,3560
1606,393,9401,3561
1606,393,9402,3562
1400,394,7962,3563
1400,394,7963,3564
1400,394,7964,3565
1400,394,7965,3566
244,395,1438,3567
244,395,1439,3568
1783,396,10505,3569
1783,396,10506,3570
1783,396,10507,3571
1783,396,10508,3572
1076,397,6103,3573
1076,397,6104,3574
180,398,1182,3575
970,399,5690,3576
970,399,5691,3577
970,399,5692,3578
1785,400,10511,3579
1785,400,10512,3580
1785,400,10513,3581
1785,400,10514,3582
652,401,3477,3583
652,401,3478,3584
652,401,3480,3585
652,401,3479,3586
1800,402,10801,3587
1800,402,10802,3588
1800,402,10803,3589
1800,402,10804,3590
1800,402,10805,3591
1624,403,9468,3592
1624,403,9469,3593
1624,403,9471,3594
1624,403,9470,3595
1614,404,9431,3596
1614,404,9432,3597
1614,404,9433,3598
1653,405,9855,3599
1653,405,9856,3600
1653,405,9857,3601
749,406,3989,3602
1664,407,9927,3603
1664,407,9928,3604
967,408,5686,3605
967,408,5687,3606
860,409,5089,3607
860,409,5090,3608
860,409,5091,3609
860,409,5092,3610
860,409,5093,3611
860,409,5094,3612
1747,410,10221,3613
1747,410,10222,3614
1747,410,10223,3615
1747,410,10224,3616
1747,410,10225,3617
1747,410,10226,3618
1747,410,10227,3619
1747,410,10228,3620
1747,410,10229,3621
1747,410,10230,3622
1747,410,10231,3623
1747,410,10232,3624
1747,410,10233,3625
85,411,305,3626
85,411,306,3627
1819,412,10857,3628
1819,412,10858,3629
1819,412,10859,3630
1936,413,11397,3631
1936,413,11398,3632
39,414,130,3633
990,415,5772,3634
1764,416,10377,3635
1764,416,10378,3636
1764,416,10379,3637
1764,416,10380,3638
1764,416,10381,3639
1764,416,10382,3640
1764,416,10383,3641
1764,416,10384,3642
1764,416,10385,3643
1764,416,10386,3644
1946,417,11437,3645
1946,417,11438,3646
1946,417,11439,3647
1946,417,11440,3648
1946,417,11441,3649
1946,417,11442,3650
1946,417,11443,3651
548,418,3076,3652
548,418,3077,3653
548,418,3078,3654
548,418,3079,3655
1106,419,6216,3656
1106,419,6217,3657
1106,419,6218,3658
1106,419,6219,3659
1106,419,6220,3660
1106,419,6221,3661
29,420,75,3662
29,420,76,3663
29,420,77,3664
917,421,5510,3665
917,421,5511,3666
917,421,5512,3667
950,422,5639,3668
950,422,5640,3669
117,423,416,3670
117,423,417,3671
544,424,3039,3672
544,424,3040,3673
544,424,3041,3674
544,424,3042,3675
544,424,3043,3676
544,424,3044,3677
544,424,3045,3678
544,424,3046,3679
544,424,3047,3680
544,424,3048,3681
544,424,3049,3682
544,424,3050,3683
544,424,3051,3684
544,424,3054,3685
544,424,3052,3686
544,424,3053,3687
544,424,3055,3688
544,424,3056,3689
544,424,3057,3690
544,424,3058,3691
544,424,3059,3692
544,424,3060,3693
544,424,3061,3694
544,424,3062,3695
544,424,3063,3696
544,424,3064,3697
544,424,3065,3698
544,424,3066,3699
544,424,3067,3700
544,424,3068,3701
64,425,231,3702
64,425,229,3703
64,425,230,3704
64,425,232,3705
64,425,233,3706
1972,426,11544,3707
1972,426,11545,3708
1686,427,10001,3709
1686,427,10002,3710
1686,427,10003,3711
1686,427,10004,3712
339,428,2010,3713
339,428,2011,3714
339,428,2012,3715
339,428,2013,3716
339,428,2014,3717
658,429,3495,3718
658,429,3496,3719
658,429,3497,3720
721,430,3816,3721
721,430,3817,3722
721,430,3818,3723
721,430,3819,3724
721,430,3820,3725
1307,431,7304,3726
1307,431,7305,3727
1307,431,7306,3728
118,432,418,3729
118,432,419,3730
1838,433,10902,3731
1838,433,10903,3732
1593,434,9356,3733
1593,434,9357,3734
224,435,1373,3735
1156,436,6409,3736
1156,436,6410,3737
1870,437,11011,3738
1870,437,11012,3739
1870,437,11013,3740
1870,437,11014,3741
1870,437,11015,3742
1870,437,11016,3743
1870,437,11017,3744
1870,437,11018,3745
1870,437,11020,3746
1870,437,11019,3747
1870,437,11021,3748
1870,437,11022,3749
1870,437,11023,3750
1870,437,11024,3751
1870,437,11025,3752
1870,437,11026,3753
1870,437,11027,3754
1870,437,11028,3755
1801,438,10806,3756
1084,439,6139,3757
1084,439,6140,3758
1084,439,6142,3759
1084,439,6141,3760
666,440,3523,3761
666,440,3524,3762
1475,441,8550,3763
1475,441,8551,3764
1475,441,8552,3765
1475,441,8553,3766
1475,441,8554,3767
1475,441,8555,3768
1475,441,8556,3769
1475,441,8557,3770
1475,441,8558,3771
1475,441,8561,3772
1475,441,8559,3773
1475,441,8560,3774
1475,441,8562,3775
1475,441,8563,3776
1475,441,8565,3777
1475,441,8564,3778
1475,441,8566,3779
1475,441,8568,3780
1475,441,8567,3781
1475,441,8569,3782
1475,441,8570,3783
1475,441,8572,3784
1475,441,8571,3785
1475,441,8573,3786
1475,441,8574,3787
1475,441,8575,3788
1475,441,8576,3789
1475,441,8577,3790
1475,441,8578,3791
1475,441,8579,3792
1475,441,8580,3793
103,442,364,3794
103,442,365,3795
103,442,366,3796
103,442,367,3797
103,442,368,3798
1359,443,7796,3799
800,444,4849,3800
800,444,4850,3801
800,444,4851,3802
471,445,2732,3803
471,445,2733,3804
471,445,2734,3805
1481,446,8621,3806
1206,447,6689,3807
1206,447,6690,3808
1206,447,6691,3809
1206,447,6692,3810
609,448,3296,3811
609,448,3297,3812
609,448,3298,3813
609,448,3299,3814
417,449,2501,3815
417,449,2502,3816
417,449,2503,3817
417,449,2504,3818
15,450,43,3819
15,450,44,3820
791,451,4740,3821
791,451,4741,3822
791,451,4742,3823
791,451,4743,3824
791,451,4744,3825
791,451,4745,3826
791,451,4746,3827
791,451,4747,3828
791,451,4748,3829
791,451,4749,3830
791,451,4750,3831
791,451,4751,3832
791,451,4752,3833
791,451,4753,3834
791,451,4754,3835
791,451,4755,3836
791,451,4756,3837
791,451,4757,3838
791,451,4758,3839
791,451,4759,3840
791,451,4760,3841
791,451,4761,3842
791,451,4762,3843
791,451,4763,3844
791,451,4764,3845
791,451,4765,3846
791,451,4766,3847
791,451,4767,3848
791,451,4768,3849
791,451,4769,3850
791,451,4770,3851
791,451,4771,3852
791,451,4772,3853
791,451,4773,3854
791,451,4774,3855
791,451,4775,3856
791,451,4776,3857
791,451,4777,3858
791,451,4778,3859
791,451,4779,3860
791,451,4780,3861
791,451,4781,3862
791,451,4782,3863
791,451,4783,3864
791,451,4784,3865
791,451,4785,3866
791,451,4786,3867
791,451,4787,3868
791,451,4788,3869
791,451,4789,3870
791,451,4790,3871
791,451,4791,3872
791,451,4792,3873
791,451,4793,3874
791,451,4794,3875
791,451,4795,3876
791,451,4796,3877
791,451,4797,3878
791,451,4798,3879
791,451,4799,3880
791,451,4800,3881
791,451,4801,3882
791,451,4802,3883
791,451,4803,3884
791,451,4804,3885
791,451,4805,3886
791,451,4806,3887
791,451,4807,3888
791,451,4808,3889
791,451,4809,3890
791,451,4810,3891
791,451,4811,3892
791,451,4812,3893
791,451,4813,3894
791,451,4814,3895
1961,452,11491,3896
426,453,2541,3897
1488,454,8641,3898
1510,455,8928,3899
1510,455,8929,3900
1510,455,8931,3901
1510,455,8930,3902
1510,455,8932,3903
1510,455,8933,3904
1510,455,8934,3905
1510,455,8935,3906
1510,455,8936,3907
1510,455,8937,3908
1510,455,8938,3909
1510,455,8939,3910
1510,455,8940,3911
1510,455,8941,3912
1510,455,8942,3913
1510,455,8943,3914
1510,455,8944,3915
1510,455,8945,3916
1510,455,8946,3917
1510,455,8947,3918
1510,455,8948,3919
1510,455,8949,3920
1510,455,8950,3921
1510,455,8951,3922
1510,455,8952,3923
1510,455,8953,3924
1510,455,8954,3925
1510,455,8955,3926
1510,455,8956,3927
1510,455,8957,3928
1510,455,8958,3929
1510,455,8959,3930
1510,455,8960,3931
1510,455,8961,3932
1510,455,8962,3933
1510,455,8963,3934
1510,455,8964,3935
1510,455,8965,3936
1510,455,8966,3937
1510,455,8967,3938
1510,455,8968,3939
1510,455,8969,3940
1510,455,8970,3941
1510,455,8971,3942
1510,455,8972,3943
1510,455,8973,3944
1510,455,8978,3945
1510,455,8974,3946
1510,455,8975,3947
1510,455,8976,3948
1510,455,8977,3949
1510,455,8979,3950
1510,455,8980,3951
1510,455,8981,3952
1510,455,8982,3953
1510,455,8983,3954
1510,455,8984,3955
1510,455,8985,3956
1510,455,8986,3957
1510,455,8987,3958
1510,455,8988,3959
1510,455,8989,3960
1510,455,8990,3961
1510,455,8991,3962
1510,455,8992,3963
1510,455,8993,3964
1510,455,8994,3965
1510,455,8995,3966
1510,455,8996,3967
1510,455,8997,3968
1510,455,8998,3969
1510,455,8999,3970
1510,455,9000,3971
776,456,4459,3972
776,456,4460,3973
1053,457,5997,3974
1053,457,5998,3975
1053,457,5999,3976
1053,457,6000,3977
1053,457,6001,3978
1053,457,6002,3979
1053,457,6003,3980
1483,458,8624,3981
1483,458,8625,3982
1483,458,8626,3983
1483,458,8627,3984
1483,458,8628,3985
640,459,3451,3986
1778,460,10487,3987
1778,460,10488,3988
1971,461,11543,3989
933,462,5561,3990
1870,463,11011,3991
1870,463,11012,3992
1870,463,11013,3993
1870,463,11014,3994
1870,463,11015,3995
1870,463,11016,3996
1870,463,11017,3997
1870,463,11018,3998
1870,463,11020,3999
1870,463,11019,4000
1870,463,11021,4001
1870,463,11022,4002
1870,463,11023,4003
1870,463,11024,4004
1870,463,11025,4005
1870,463,11026,4006
1870,463,11027,4007
1870,463,11028,4008
512,464,2932,4009
512,464,2933,4010
572,465,3149,4011
572,465,3150,4012
572,465,3151,4013
572,465,3152,4014
1688,466,10006,4015
1688,466,10007,4016
1688,466,10008,4017
465,467,2679,4018
465,467,2680,4019
465,467,2681,4020
465,467,2682,4021
465,467,2683,4022
465,467,2684,4023
465,467,2685,4024
1964,468,11503,4025
660,469,3501,4026
660,469,3502,4027
660,469,3503,4028
660,469,3504,4029
660,469,3505,4030
1827,470,10869,4031
1827,470,10870,4032
1827,470,10871,4033
1849,471,10954,4034
1849,471,10955,4035
1849,471,10956,4036
1849,471,10957,4037
1849,471,10958,4038
518,472,2947,4039
518,472,2948,4040
518,472,2949,4041
1491,473,8649,4042
1801,474,10806,4043
1317,475,7334,4044
1317,475,7335,4045
1317,475,7336,4046
1317,475,7337,4047
1183,476,6556,4048
1183,476,6557,4049
1183,476,6558,4050
1183,476,6559,4051
1183,476,6560,4052
1183,476,6561,4053
1183,476,6562,4054
1183,476,6563,4055
1183,476,6564,4056
1626,477,9473,4057
1626,477,9474,4058
1626,477,9475,4059
1626,477,9476,4060
1626,477,9477,4061
1626,477,9478,4062
1626,477,9479,4063
1619,478,9453,4064
1619,478,9454,4065
1619,478,9455,4066
1619,478,9456,4067
1619,478,9457,4068
1619,478,9458,4069
183,479,1186,4070
183,479,1187,4071
183,479,1188,4072
183,479,1189,4073
187,480,1216,4074
187,480,1217,4075
187,480,1218,4076
187,480,1219,4077
187,480,1220,4078
187,480,1221,4079
187,480,1222,4080
187,480,1223,4081
478,481,2747,4082
478,481,2748,4083
478,481,2749,4084
1816,482,10853,4085
535,483,3010,4086
431,484,2558,4087
431,484,2559,4088
723,485,3822,4089
1578,486,9311,4090
549,487,3080,4091
1177,488,6524,4092
1177,488,6525,4093
1177,488,6526,4094
1061,489,6037,4095
1061,489,6038,4096
1061,489,6039,4097
1061,489,6040,4098
1061,489,6041,4099
1499,490,8669,4100
1499,490,8670,4101
1499,490,8671,4102
1499,490,8672,4103
1014,491,5884,4104
1014,491,5885,4105
1014,491,5886,4106
1014,491,5887,4107
1014,491,5888,4108
1025,492,5919,4109
370,493,2121,4110
370,493,2122,4111
370,493,2123,4112
370,493,2124,4113
370,493,2125,4114
370,493,2126,4115
370,493,2127,4116
370,493,2128,4117
370,493,2129,4118
536,494,3011,4119
536,494,3012,4120
536,494,3013,4121
1988,495,11590,4122
1988,495,11591,4123
1988,495,11592,4124
1988,495,11593,4125
1988,495,11594,4126
1988,495,11595,4127
1988,495,11596,4128
1988,495,11597,4129
1599,496,9376,4130
1599,496,9377,4131
1599,496,9378,4132
1599,496,9379,4133
1599,496,9380,4134
347,497,2036,4135
347,497,2035,4136
347,497,2037,4137
347,497,2038,4138
347,497,2039,4139
347,497,2040,4140
832,498,5001,4141
832,498,5000,4142
832,498,5002,4143
832,498,5003,4144
832,498,5004,4145
832,498,5005,4146
832,498,5006,4147
832,498,5007,4148
832,498,5008,4149
832,498,5009,4150
794,499,4826,4151
794,499,4827,4152
794,499,4828,4153
1301,500,7293,4154
1301,500,7294,4155
123,501,435,4156
123,501,436,4157
1330,502,7435,4158
1330,502,7436,4159
1330,502,7437,4160
1330,502,7438,4161
1330,502,7439,4162
1330,502,7440,4163
1330,502,7441,4164
1330,502,7442,4165
1330,502,7443,4166
1330,502,7444,4167
1330,502,7445,4168
1330,502,7446,4169
1330,502,7447,4170
1330,502,7448,4171
1330,502,7449,4172
1330,502,7450,4173
1330,502,7451,4174
1330,502,7452,4175
1330,502,7453,4176
1330,502,7454,4177
1330,502,7455,4178
1330,502,7456,4179
1330,502,7457,4180
1330,502,7458,4181
1330,502,7459,4182
1330,502,7460,4183
1330,502,7461,4184
1330,502,7462,4185
1330,502,7463,4186
1330,502,7464,4187
1330,502,7465,4188
1330,502,7466,4189
1330,502,7467,4190
1330,502,7468,4191
1330,502,7469,4192
1330,502,7470,4193
1330,502,7471,4194
1330,502,7472,4195
1330,502,7473,4196
1330,502,7474,4197
1330,502,7475,4198
1330,502,7476,4199
1330,502,7477,4200
1330,502,7478,4201
1330,502,7479,4202
1330,502,7480,4203
1330,502,7481,4204
1330,502,7482,4205
1330,502,7483,4206
1330,502,7484,4207
1330,502,7485,4208
1330,502,7486,4209
1330,502,7487,4210
1330,502,7488,4211
1330,502,7489,4212
1330,502,7490,4213
1330,502,7491,4214
1330,502,7492,4215
1330,502,7493,4216
1330,502,7494,4217
1330,502,7495,4218
1330,502,7496,4219
1330,502,7497,4220
1330,502,7498,4221
1330,502,7499,4222
1330,502,7500,4223
1330,502,7501,4224
1330,502,7502,4225
1330,502,7503,4226
1330,502,7504,4227
1330,502,7505,4228
1330,502,7506,4229
1330,502,7507,4230
1330,502,7508,4231
1330,502,7509,4232
1706,503,10102,4233
1706,503,10103,4234
1706,503,10104,4235
1627,504,9480,4236
1627,504,9481,4237
1627,504,9482,4238
1627,504,9483,4239
1627,504,9484,4240
544,505,3039,4241
544,505,3040,4242
544,505,3041,4243
544,505,3042,4244
544,505,3043,4245
544,505,3044,4246
544,505,3045,4247
544,505,3046,4248
544,505,3047,4249
544,505,3048,4250
544,505,3049,4251
544,505,3050,4252
544,505,3051,4253
544,505,3054,4254
544,505,3052,4255
544,505,3053,4256
544,505,3055,4257
544,505,3056,4258
544,505,3057,4259
544,505,3058,4260
544,505,3059,4261
544,505,3060,4262
544,505,3061,4263
544,505,3062,4264
544,505,3063,4265
544,505,3064,4266
544,505,3065,4267
544,505,3066,4268
544,505,3067,4269
544,505,3068,4270
1318,506,7338,4271
1318,506,7339,4272
1620,507,9459,4273
1620,507,9460,4274
1620,507,9461,4275
1620,507,9462,4276
1620,507,9463,4277
909,508,5478,4278
909,508,5479,4279
827,509,4969,4280
827,509,4970,4281
1183,510,6556,4282
1183,510,6557,4283
1183,510,6558,4284
1183,510,6559,4285
1183,510,6560,4286
1183,510,6561,4287
1183,510,6562,4288
1183,510,6563,4289
1183,510,6564,4290
1254,511,7120,4291
1254,511,7121,4292
1254,511,7122,4293
791,512,4740,4294
791,512,4741,4295
791,512,4742,4296
791,512,4743,4297
791,512,4744,4298
791,512,4745,4299
791,512,4746,4300
791,512,4747,4301
791,512,4748,4302
791,512,4749,4303
791,512,4750,4304
791,512,4751,4305
791,512,4752,4306
791,512,4753,4307
791,512,4754,4308
791,512,4755,4309
791,512,4756,4310
791,512,4757,4311
791,512,4758,4312
791,512,4759,4313
791,512,4760,4314
791,512,4761,4315
791,512,4762,4316
791,512,4763,4317
791,512,4764,4318
791,512,4765,4319
791,512,4766,4320
791,512,4767,4321
791,512,4768,4322
791,512,4769,4323
791,512,4770,4324
791,512,4771,4325
791,512,4772,4326
791,512,4773,4327
791,512,4774,4328
791,512,4775,4329
791,512,4776,4330
791,512,4777,4331
791,512,4778,4332
791,512,4779,4333
791,512,4780,4334
791,512,4781,4335
791,512,4782,4336
791,512,4783,4337
791,512,4784,4338
791,512,4785,4339
791,512,4786,4340
791,512,4787,4341
791,512,4788,4342
791,512,4789,4343
791,512,4790,4344
791,512,4791,4345
791,512,4792,4346
791,512,4793,4347
791,512,4794,4348
791,512,4795,4349
791,512,4796,4350
791,512,4797,4351
791,512,4798,4352
791,512,4799,4353
791,512,4800,4354
791,512,4801,4355
791,512,4802,4356
791,512,4803,4357
791,512,4804,4358
791,512,4805,4359
791,512,4806,4360
791,512,4807,4361
791,512,4808,4362
791,512,4809,4363
791,512,4810,4364
791,512,4811,4365
791,512,4812,4366
791,512,4813,4367
791,512,4814,4368
858,513,5070,4369
1302,514,7295,4370
1302,514,7296,4371
348,515,2041,4372
1755,516,10325,4373
1755,516,10326,4374
1755,516,10327,4375
1755,516,10328,4376
1755,516,10329,4377
1755,516,10330,4378
1755,516,10331,4379
1755,516,10332,4380
1000,517,5803,4381
1000,517,5804,4382
856,518,5066,4383
856,518,5067,4384
1148,519,6370,4385
1148,519,6371,4386
1148,519,6372,4387
1148,519,6373,4388
1098,520,6190,4389
1098,520,6191,4390
1098,520,6192,4391
1498,521,8667,4392
1498,521,8668,4393
93,522,321,4394
146,523,777,4395
146,523,778,4396
146,523,779,4397
146,523,780,4398
313,524,1920,4399
313,524,1921,4400
80,525,290,4401
80,525,291,4402
80,525,292,4403
1587,526,9339,4404
1587,526,9340,4405
1587,526,9341,4406
1228,527,6983,4407
1228,527,6984,4408
1228,527,6985,4409
1228,527,6986,4410
1228,527,6987,4411
1228,527,6988,4412
1228,527,6989,4413
1228,527,6990,4414
1228,527,6991,4415
1228,527,6992,4416
716,528,3801,4417
716,528,3802,4418
716,528,3803,4419
1227,529,6982,4420
1720,530,10133,4421
670,531,3533,4422
670,531,3534,4423
670,531,3535,4424
921,532,5523,4425
742,533,3941,4426
875,534,5170,4427
875,534,5171,4428
